dataset_id,year,regional,local,latitude,longitude,effort,study_type,data_pooled_by_authors,data_pooled_by_authors_comment,sampling_years,alpha_grain_m2,alpha_grain_type,alpha_grain_comment,gamma_bounding_box_km2,gamma_bounding_box_type,gamma_bounding_box_comment,gamma_sum_grains_km2,gamma_sum_grains_type,gamma_sum_grains_comment,realm,taxon,comment,comment_standardisation
larsen_2018a,2007,Llyn Brianne,LI1,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2010,Llyn Brianne,LI1,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2012,Llyn Brianne,LI1,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2013,Llyn Brianne,LI1,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1985,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1986,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1987,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1988,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1989,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1990,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1992,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1993,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1995,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1996,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1997,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1998,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1999,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2000,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2001,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2002,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2003,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2004,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2005,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2006,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2007,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2010,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2012,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2013,Llyn Brianne,LI2,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1985,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1986,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1987,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1988,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1989,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1990,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1992,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1993,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1995,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1996,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1997,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1998,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,1999,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2000,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2001,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2002,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2003,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2004,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2005,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2006,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2007,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2010,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2012,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
larsen_2018a,2013,Llyn Brianne,LI4,53.3333320617676,-3.75,10,ecological_sampling,FALSE,,,0.05865,sample,hand net dimension given by the authors,300,catchement,area of the Llyn Brianne watershed,5.865e-07,sample,summed area of samples,Freshwater,Invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",
